Date,Open,High,Low,Close,Adj Close,Volume
2021-02-04,55.470001,56.369999,54.820000,56.340000,53.906376,4312200
2021-02-05,56.740002,57.830002,56.439999,57.240002,54.767506,3732500
2021-02-08,57.750000,58.259998,57.209999,57.349998,54.872749,2543200
2021-02-09,57.500000,57.514999,56.369999,56.599998,54.155144,4209500
2021-02-10,57.000000,58.380001,56.480000,57.669998,55.178928,3453000
2021-02-11,57.810001,57.939999,56.689999,57.669998,55.178928,2326500
2021-02-12,57.560001,58.270000,57.445000,58.150002,55.638199,1975100
2021-02-16,58.900002,59.355000,58.540001,58.750000,56.212273,4072700
2021-02-17,58.580002,58.910000,57.610001,58.540001,56.011349,3277800
2021-02-18,58.299999,58.665001,57.099998,57.560001,55.073685,3112600
2021-02-19,57.750000,60.529999,57.750000,60.389999,57.781433,4037100
2021-02-22,60.619999,62.560001,60.200001,62.480000,59.781158,5672600
2021-02-23,62.939999,62.970001,61.509998,62.119999,59.436710,4147200
2021-02-24,62.000000,63.980000,61.943001,63.689999,60.938889,4668600
2021-02-25,62.480000,62.837002,61.125000,61.349998,59.352295,3260300
2021-02-26,60.849998,61.049999,58.799999,59.310001,57.378719,6399700
2021-03-01,61.150002,62.270000,60.570000,61.540001,59.536106,4083800
2021-03-02,62.209999,64.040001,61.799999,62.730000,60.687359,7316000
2021-03-03,62.500000,63.389999,62.009998,62.250000,60.222988,5390300
2021-03-04,62.060001,62.619999,60.090000,61.200001,59.207180,6050400
2021-03-05,62.119999,63.040001,60.750000,62.910000,60.861496,3883800
2021-03-08,63.169998,64.269997,62.509998,63.439999,61.374237,4437600
2021-03-09,63.669998,63.709999,61.910000,62.259998,60.232662,5823200
2021-03-10,62.619999,64.459999,62.369999,64.089996,62.003067,4238500
2021-03-11,64.330002,65.269997,64.220001,64.320000,62.225582,3651800
2021-03-12,64.680000,65.050003,63.880001,64.339996,62.244930,2690800
2021-03-15,64.070000,64.290001,62.450001,62.900002,60.851822,5353300
2021-03-16,62.689999,63.830002,61.860001,63.180000,61.122704,6461600
2021-03-17,63.480000,66.250000,63.180000,66.010002,63.860554,5138900
2021-03-18,66.059998,67.269997,64.629997,64.720001,62.612564,4203500
2021-03-19,64.720001,64.800003,62.660000,63.910000,61.828938,6445800
2021-03-22,63.799999,63.799999,62.400002,63.509998,61.441956,4631100
2021-03-23,62.669998,62.688000,60.400002,60.750000,58.771832,5523500
2021-03-24,61.599998,63.419998,61.403000,62.040001,60.019825,4322600
2021-03-25,61.470001,63.310001,61.250000,63.240002,61.180752,3921200
2021-03-26,63.389999,64.139999,63.090000,63.990002,61.906330,4256300
2021-03-29,63.619999,65.120003,63.500000,63.900002,61.819263,3193700
2021-03-30,63.720001,64.790001,63.480000,64.610001,62.506142,2605100
2021-03-31,64.269997,64.959999,63.509998,63.939999,61.857956,3643800
2021-04-01,63.950001,64.720001,63.480000,64.599998,62.496464,3698900
2021-04-05,65.000000,65.220001,64.250000,64.589996,62.486790,4077900
2021-04-06,64.239998,65.389999,64.129997,64.599998,62.496464,3420300
2021-04-07,64.489998,64.970001,63.660000,63.990002,61.906330,2374000
2021-04-08,63.860001,64.029999,62.619999,63.189999,61.132378,3638900
2021-04-09,63.189999,63.560001,62.540001,63.139999,61.084007,3721000
